Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: cris2838 (distance: 61, speed: 5, health: 5)
Moved: bing2839 (distance: 6, speed: 2, health: 4)
Moved: will2840 (distance: 256, speed: 1, health: 1)
Moved: fee2841 (distance: 135, speed: 10, health: 3)
Moved: noah2842 (distance: 65, speed: 6, health: 1)
Moved: potatobot2843 (distance: 67, speed: 3, health: 2)
Moved: paoletti2844 (distance: 132, speed: 3, health: 4)
Moved: darden2845 (distance: 203, speed: 1, health: 2)
Moved: garcia2846 (distance: 195, speed: 9, health: 3)
Moved: cris2847 (distance: 126, speed: 10, health: 2)
Moved: will2849 (distance: 33, speed: 9, health: 5)
Moved: fee2850 (distance: 143, speed: 3, health: 1)
Moved: noah2851 (distance: 274, speed: 10, health: 5)
Moved: potatobot2852 (distance: 17, speed: 1, health: 4)
Moved: paoletti2853 (distance: 266, speed: 10, health: 1)
Moved: darden2854 (distance: 162, speed: 10, health: 2)
Moved: garcia2855 (distance: 246, speed: 9, health: 1)
Moved: cris2856 (distance: 143, speed: 6, health: 2)
Moved: bing2857 (distance: 69, speed: 4, health: 5)
Moved: will2858 (distance: 268, speed: 10, health: 5)
Moved: fee2859 (distance: 240, speed: 5, health: 4)
Moved: noah2860 (distance: 248, speed: 4, health: 3)
Moved: potatobot2861 (distance: 109, speed: 5, health: 4)
Moved: darden2863 (distance: 45, speed: 5, health: 4)
Moved: garcia2864 (distance: 144, speed: 2, health: 3)
Moved: cris2865 (distance: 291, speed: 4, health: 1)
Moved: bing2866 (distance: 52, speed: 6, health: 5)
Moved: will2867 (distance: 116, speed: 2, health: 5)
Moved: fee2868 (distance: 198, speed: 10, health: 2)
Moved: noah2869 (distance: 177, speed: 5, health: 1)
Moved: potatobot2870 (distance: 224, speed: 7, health: 1)
Moved: paoletti2871 (distance: 108, speed: 8, health: 4)
Moved: darden2872 (distance: 242, speed: 10, health: 3)
Moved: garcia2873 (distance: 239, speed: 10, health: 2)
Moved: cris2874 (distance: 187, speed: 4, health: 1)
Moved: bing2875 (distance: 200, speed: 6, health: 5)
Moved: fee2877 (distance: 204, speed: 6, health: 4)
Moved: noah2878 (distance: 161, speed: 1, health: 2)
Moved: potatobot2879 (distance: 63, speed: 5, health: 5)
Moved: paoletti2880 (distance: 215, speed: 8, health: 5)
Moved: darden2881 (distance: 68, speed: 7, health: 1)
Moved: garcia2882 (distance: 119, speed: 6, health: 1)
Moved: cris2883 (distance: 67, speed: 7, health: 3)
Moved: bing2884 (distance: 139, speed: 9, health: 4)
Moved: will2885 (distance: 174, speed: 1, health: 5)
Moved: fee2886 (distance: 170, speed: 5, health: 5)
Moved: noah2887 (distance: 14, speed: 4, health: 2)
Moved: potatobot2888 (distance: 156, speed: 3, health: 1)
Moved: paoletti2889 (distance: 80, speed: 1, health: 5)
Moved: darden2890 (distance: 92, speed: 6, health: 5)
Moved: garcia2891 (distance: 258, speed: 1, health: 1)
Moved: cris2892 (distance: 50, speed: 6, health: 1)
Moved: bing2893 (distance: 274, speed: 5, health: 4)
Moved: will2894 (distance: 197, speed: 10, health: 1)
Moved: fee2895 (distance: 110, speed: 2, health: 5)
Moved: noah2896 (distance: 278, speed: 7, health: 1)
Moved: potatobot2897 (distance: 243, speed: 3, health: 2)
Moved: darden2899 (distance: 186, speed: 7, health: 4)
Moved: garcia2900 (distance: 191, speed: 4, health: 5)
Moved: cris2901 (distance: 111, speed: 5, health: 3)
Moved: bing2902 (distance: 101, speed: 4, health: 2)
Moved: will2903 (distance: 275, speed: 1, health: 1)
Moved: fee2904 (distance: 175, speed: 9, health: 4)
Moved: noah2905 (distance: 179, speed: 1, health: 4)
Moved: potatobot2906 (distance: 126, speed: 7, health: 3)
Moved: darden2908 (distance: 286, speed: 9, health: 1)
Moved: garcia2909 (distance: 154, speed: 1, health: 3)
Moved: cris2910 (distance: 142, speed: 2, health: 5)
Moved: bing2911 (distance: 172, speed: 4, health: 4)
Moved: will2912 (distance: 26, speed: 2, health: 5)
Moved: fee2913 (distance: 287, speed: 9, health: 5)
Moved: noah2914 (distance: 229, speed: 3, health: 3)
Moved: potatobot2915 (distance: 54, speed: 4, health: 5)
Moved: darden2917 (distance: 56, speed: 7, health: 4)
Moved: garcia2918 (distance: 270, speed: 3, health: 3)
Moved: cris2919 (distance: 191, speed: 4, health: 5)
Moved: will2921 (distance: 72, speed: 1, health: 5)
Moved: fee2922 (distance: 196, speed: 1, health: 3)
Moved: noah2923 (distance: 202, speed: 3, health: 3)
Moved: paoletti2925 (distance: 48, speed: 5, health: 3)
Moved: darden2926 (distance: 232, speed: 7, health: 5)
Moved: garcia2927 (distance: 9, speed: 3, health: 2)
Moved: cris2928 (distance: 205, speed: 6, health: 1)
Moved: bing2929 (distance: 90, speed: 8, health: 4)
Moved: fee2931 (distance: 166, speed: 7, health: 1)
Moved: noah2932 (distance: 44, speed: 8, health: 1)
Moved: paoletti2934 (distance: 29, speed: 10, health: 5)
Moved: darden2935 (distance: 238, speed: 9, health: 2)
Moved: garcia2936 (distance: 187, speed: 10, health: 5)
Moved: cris2937 (distance: 64, speed: 8, health: 5)
Moved: bing2938 (distance: 235, speed: 1, health: 1)
Moved: will2939 (distance: 120, speed: 5, health: 5)
Moved: fee2940 (distance: 223, speed: 9, health: 4)
Moved: noah2941 (distance: 124, speed: 7, health: 1)
Moved: potatobot2942 (distance: 52, speed: 2, health: 3)
Moved: paoletti2943 (distance: 156, speed: 8, health: 2)
Moved: darden2944 (distance: 48, speed: 6, health: 5)
Moved: garcia2945 (distance: 149, speed: 9, health: 1)
Moved: cris2946 (distance: 124, speed: 10, health: 3)
Moved: bing2947 (distance: 199, speed: 4, health: 1)
Moved: will2948 (distance: 98, speed: 7, health: 5)
Moved: fee2949 (distance: 120, speed: 3, health: 3)
Moved: noah2950 (distance: 263, speed: 7, health: 5)
Moved: potatobot2951 (distance: 108, speed: 7, health: 1)
Moved: paoletti2952 (distance: 216, speed: 7, health: 3)
Moved: darden2953 (distance: 67, speed: 9, health: 4)
Moved: garcia2954 (distance: 24, speed: 5, health: 5)
Moved: cris2955 (distance: 76, speed: 8, health: 1)
Moved: will2957 (distance: 287, speed: 3, health: 2)
Moved: fee2958 (distance: 113, speed: 1, health: 1)
Moved: noah2959 (distance: 95, speed: 10, health: 5)
Moved: potatobot2960 (distance: 218, speed: 6, health: 3)
Moved: paoletti2961 (distance: 263, speed: 10, health: 1)
Moved: darden2962 (distance: 22, speed: 1, health: 2)
Moved: garcia2963 (distance: 190, speed: 4, health: 4)
Moved: cris2964 (distance: 89, speed: 1, health: 3)
Moved: bing2965 (distance: 48, speed: 6, health: 2)
Moved: will2966 (distance: 185, speed: 1, health: 1)
Moved: fee2967 (distance: 106, speed: 6, health: 3)
Moved: noah2968 (distance: 226, speed: 9, health: 3)
Moved: potatobot2969 (distance: 93, speed: 2, health: 5)
Moved: paoletti2970 (distance: 79, speed: 6, health: 5)
Moved: darden2971 (distance: 275, speed: 2, health: 1)
Moved: garcia2972 (distance: 153, speed: 10, health: 4)
Moved: cris2973 (distance: 294, speed: 3, health: 5)
Moved: bing2974 (distance: 290, speed: 9, health: 3)
Moved: will2975 (distance: 148, speed: 9, health: 4)
Moved: fee2976 (distance: 49, speed: 3, health: 5)
Moved: noah2977 (distance: 259, speed: 8, health: 5)
Moved: potatobot2978 (distance: 269, speed: 8, health: 3)
Moved: paoletti2979 (distance: 77, speed: 4, health: 4)
Moved: darden2980 (distance: 101, speed: 3, health: 5)
Moved: garcia2981 (distance: 178, speed: 10, health: 4)
Moved: cris2982 (distance: 88, speed: 8, health: 1)
Moved: bing2983 (distance: 30, speed: 7, health: 2)
Moved: will2984 (distance: 155, speed: 8, health: 2)
Moved: fee2985 (distance: 47, speed: 1, health: 5)
Moved: noah2986 (distance: 100, speed: 4, health: 3)
Moved: potatobot2987 (distance: 281, speed: 9, health: 3)
Moved: darden2989 (distance: 268, speed: 2, health: 3)
Moved: garcia2990 (distance: 50, speed: 9, health: 2)
Moved: cris2991 (distance: 91, speed: 3, health: 2)
Moved: bing2992 (distance: 127, speed: 10, health: 3)
Moved: will2993 (distance: 19, speed: 4, health: 5)
Moved: fee2994 (distance: 35, speed: 2, health: 1)
Moved: noah2995 (distance: 143, speed: 1, health: 1)
Moved: potatobot2996 (distance: 47, speed: 10, health: 5)
Moved: paoletti2997 (distance: 258, speed: 9, health: 1)
Moved: darden2998 (distance: 277, speed: 9, health: 2)
Moved: garcia2999 (distance: 247, speed: 1, health: 2)
Moved: cris3000 (distance: 228, speed: 2, health: 3)
Moved: will3002 (distance: 139, speed: 4, health: 3)
Moved: fee3003 (distance: 251, speed: 6, health: 4)
Moved: noah3004 (distance: 130, speed: 2, health: 2)
Moved: potatobot3005 (distance: 272, speed: 8, health: 1)
Moved: paoletti3006 (distance: 100, speed: 2, health: 4)
Moved: darden3007 (distance: 173, speed: 2, health: 1)
Moved: garcia3008 (distance: 38, speed: 6, health: 3)
Moved: cris3009 (distance: 75, speed: 2, health: 4)
Moved: bing3010 (distance: 143, speed: 8, health: 2)
Moved: will3011 (distance: 198, speed: 4, health: 5)
Moved: fee3012 (distance: 118, speed: 2, health: 3)
Moved: potatobot3014 (distance: 73, speed: 6, health: 4)
Moved: paoletti3015 (distance: 263, speed: 5, health: 4)
Moved: darden3016 (distance: 24, speed: 6, health: 3)
Moved: garcia3017 (distance: 133, speed: 10, health: 4)
Moved: bing3019 (distance: 73, speed: 7, health: 5)
Moved: fee3021 (distance: 99, speed: 5, health: 4)
Moved: noah3022 (distance: 223, speed: 6, health: 3)
Moved: potatobot3023 (distance: 210, speed: 4, health: 4)
Moved: paoletti3024 (distance: 11, speed: 1, health: 4)
Moved: darden3025 (distance: 264, speed: 3, health: 2)
Moved: garcia3026 (distance: 229, speed: 4, health: 3)
Moved: bing3028 (distance: 56, speed: 7, health: 5)
Moved: will3029 (distance: 156, speed: 2, health: 3)
Moved: fee3030 (distance: 273, speed: 2, health: 1)
Moved: noah3031 (distance: 144, speed: 6, health: 2)
Moved: potatobot3032 (distance: 284, speed: 2, health: 1)
Moved: darden3034 (distance: 12, speed: 5, health: 5)
Moved: garcia3035 (distance: 81, speed: 1, health: 1)
Moved: cris3036 (distance: 35, speed: 10, health: 1)
Moved: bing3037 (distance: 211, speed: 1, health: 3)
Moved: will3038 (distance: 221, speed: 2, health: 2)
Moved: fee3039 (distance: 184, speed: 8, health: 1)
Moved: noah3040 (distance: 201, speed: 1, health: 3)
Moved: potatobot3041 (distance: 100, speed: 5, health: 4)
Moved: darden3043 (distance: 291, speed: 8, health: 4)
Moved: garcia3044 (distance: 105, speed: 9, health: 1)
Moved: cris3045 (distance: 189, speed: 9, health: 2)
Moved: bing3046 (distance: 275, speed: 9, health: 5)
Moved: will3047 (distance: 91, speed: 10, health: 4)
Moved: fee3048 (distance: 292, speed: 3, health: 1)
Moved: noah3049 (distance: 53, speed: 8, health: 5)
Moved: potatobot3050 (distance: 146, speed: 8, health: 5)
Moved: paoletti3051 (distance: 31, speed: 8, health: 2)
Moved: darden3052 (distance: 271, speed: 5, health: 5)
Moved: garcia3053 (distance: 8, speed: 2, health: 3)
Moved: cris3054 (distance: 117, speed: 5, health: 3)
Moved: bing3055 (distance: 275, speed: 4, health: 2)
Moved: will3056 (distance: 199, speed: 10, health: 3)
Moved: fee3057 (distance: 124, speed: 9, health: 1)
Moved: potatobot3059 (distance: 99, speed: 9, health: 2)
Moved: paoletti3060 (distance: 233, speed: 10, health: 5)
Moved: darden3061 (distance: 183, speed: 1, health: 5)
Moved: garcia3062 (distance: 120, speed: 8, health: 3)
Moved: cris3063 (distance: 198, speed: 5, health: 2)
Moved: bing3064 (distance: 37, speed: 6, health: 5)
Moved: will3065 (distance: 149, speed: 10, health: 4)
Moved: fee3066 (distance: 260, speed: 8, health: 4)
Moved: noah3067 (distance: 131, speed: 4, health: 4)
Moved: paoletti3069 (distance: 202, speed: 10, health: 4)
Moved: darden3070 (distance: 40, speed: 5, health: 4)
Moved: cris3072 (distance: 251, speed: 4, health: 2)
Moved: bing3073 (distance: 291, speed: 4, health: 4)
Moved: will3074 (distance: 198, speed: 6, health: 1)
Moved: fee3075 (distance: 68, speed: 2, health: 2)
Moved: noah3076 (distance: 161, speed: 6, health: 3)
Moved: potatobot3077 (distance: 20, speed: 4, health: 1)
Moved: paoletti3078 (distance: 62, speed: 7, health: 4)
Moved: darden3079 (distance: 194, speed: 2, health: 3)
Moved: garcia3080 (distance: 293, speed: 2, health: 5)
Moved: cris3081 (distance: 57, speed: 2, health: 3)
Moved: bing3082 (distance: 217, speed: 6, health: 2)
Moved: will3083 (distance: 68, speed: 3, health: 3)
Moved: noah3085 (distance: 261, speed: 10, health: 4)
Moved: potatobot3086 (distance: 85, speed: 8, health: 1)
Moved: paoletti3087 (distance: 89, speed: 10, health: 2)
Moved: darden3088 (distance: 24, speed: 3, health: 1)
Moved: garcia3089 (distance: 99, speed: 4, health: 5)
Moved: cris3090 (distance: 122, speed: 3, health: 4)
Moved: bing3091 (distance: 97, speed: 1, health: 5)
Moved: will3092 (distance: 239, speed: 3, health: 3)
Moved: fee3093 (distance: 230, speed: 4, health: 1)
Moved: noah3094 (distance: 215, speed: 4, health: 3)
Moved: potatobot3095 (distance: 128, speed: 10, health: 1)
Moved: paoletti3096 (distance: 175, speed: 1, health: 1)
Moved: darden3097 (distance: 142, speed: 8, health: 3)
Moved: garcia3098 (distance: 135, speed: 10, health: 1)
Moved: cris3099 (distance: 67, speed: 1, health: 1)
Moved: bing3100 (distance: 72, speed: 7, health: 4)
Moved: fee3102 (distance: 253, speed: 7, health: 5)
Moved: noah3103 (distance: 245, speed: 9, health: 3)
Moved: potatobot3104 (distance: 200, speed: 7, health: 4)
Moved: paoletti3105 (distance: 86, speed: 2, health: 3)
Moved: darden3106 (distance: 94, speed: 10, health: 1)
Moved: garcia3107 (distance: 76, speed: 10, health: 4)
Moved: cris3108 (distance: 211, speed: 9, health: 3)
Moved: bing3109 (distance: 160, speed: 8, health: 4)
Moved: will3110 (distance: 181, speed: 1, health: 5)
Moved: fee3111 (distance: 288, speed: 5, health: 4)
Moved: noah3112 (distance: 259, speed: 8, health: 2)
Moved: potatobot3113 (distance: 202, speed: 3, health: 5)
Moved: paoletti3114 (distance: 152, speed: 9, health: 4)
Moved: darden3115 (distance: 114, speed: 7, health: 3)
Moved: garcia3116 (distance: 99, speed: 5, health: 5)
Moved: cris3117 (distance: 241, speed: 5, health: 4)
Moved: bing3118 (distance: 38, speed: 6, health: 3)
Moved: fee3120 (distance: 72, speed: 7, health: 2)
Moved: noah3121 (distance: 74, speed: 9, health: 4)
Moved: potatobot3122 (distance: 85, speed: 6, health: 4)
Moved: paoletti3123 (distance: 269, speed: 6, health: 5)
Moved: darden3124 (distance: 176, speed: 3, health: 1)
Moved: garcia3125 (distance: 121, speed: 8, health: 5)
Moved: cris3126 (distance: 137, speed: 2, health: 5)
Moved: bing3127 (distance: 286, speed: 7, health: 3)
Moved: will3128 (distance: 95, speed: 6, health: 4)
Moved: fee3129 (distance: 211, speed: 10, health: 4)
Moved: noah3130 (distance: 131, speed: 8, health: 4)
Moved: potatobot3131 (distance: 271, speed: 7, health: 4)
Moved: paoletti3132 (distance: 95, speed: 8, health: 3)
Moved: darden3133 (distance: 270, speed: 1, health: 4)
Moved: garcia3134 (distance: 285, speed: 2, health: 1)
Moved: cris3135 (distance: 19, speed: 2, health: 2)
Moved: bing3136 (distance: 295, speed: 4, health: 2)
Moved: will3137 (distance: 184, speed: 8, health: 5)
Moved: fee3138 (distance: 158, speed: 4, health: 4)
Moved: noah3139 (distance: 69, speed: 8, health: 1)
Moved: potatobot3140 (distance: 223, speed: 5, health: 5)
Moved: paoletti3141 (distance: 39, speed: 5, health: 3)
Moved: darden3142 (distance: 241, speed: 2, health: 1)
Moved: garcia3143 (distance: 255, speed: 7, health: 3)
Moved: cris3144 (distance: 217, speed: 2, health: 1)
Moved: bing3145 (distance: 61, speed: 3, health: 5)
Moved: will3146 (distance: 216, speed: 4, health: 4)
Moved: noah3148 (distance: 54, speed: 5, health: 2)
Moved: potatobot3149 (distance: 268, speed: 5, health: 2)
Moved: darden3151 (distance: 116, speed: 1, health: 2)
Moved: garcia3152 (distance: 287, speed: 10, health: 2)
Moved: cris3153 (distance: 261, speed: 7, health: 3)
Moved: bing3154 (distance: 167, speed: 3, health: 4)
Moved: will3155 (distance: 257, speed: 2, health: 2)
Moved: fee3156 (distance: 88, speed: 8, health: 1)
Moved: noah3157 (distance: 165, speed: 6, health: 5)
Moved: potatobot3158 (distance: 189, speed: 8, health: 5)
Moved: paoletti3159 (distance: 133, speed: 6, health: 4)
Moved: darden3160 (distance: 33, speed: 5, health: 5)
Moved: garcia3161 (distance: 10, speed: 3, health: 5)
Moved: cris3162 (distance: 181, speed: 2, health: 1)
Moved: bing3163 (distance: 129, speed: 1, health: 3)
Moved: will3164 (distance: 94, speed: 5, health: 5)
Moved: fee3165 (distance: 149, speed: 5, health: 3)
Moved: noah3166 (distance: 43, speed: 7, health: 3)
Moved: potatobot3167 (distance: 131, speed: 7, health: 3)
Moved: paoletti3168 (distance: 74, speed: 5, health: 5)
Moved: garcia3170 (distance: 16, speed: 1, health: 1)
Moved: cris3171 (distance: 55, speed: 2, health: 3)
Moved: bing3172 (distance: 78, speed: 1, health: 5)
Moved: will3173 (distance: 111, speed: 6, health: 3)
Moved: fee3174 (distance: 233, speed: 5, health: 5)
Moved: noah3175 (distance: 193, speed: 8, health: 5)
Moved: potatobot3176 (distance: 174, speed: 9, health: 2)
Moved: darden3178 (distance: 202, speed: 7, health: 3)
Moved: garcia3179 (distance: 64, speed: 6, health: 5)
Moved: bing3181 (distance: 224, speed: 5, health: 2)
Moved: will3182 (distance: 183, speed: 6, health: 5)
Moved: fee3183 (distance: 258, speed: 8, health: 4)
Moved: noah3184 (distance: 108, speed: 4, health: 4)
Moved: potatobot3185 (distance: 277, speed: 7, health: 2)
Moved: paoletti3186 (distance: 21, speed: 3, health: 3)
Moved: darden3187 (distance: 260, speed: 5, health: 4)
Moved: garcia3188 (distance: 189, speed: 3, health: 4)
Moved: bing3190 (distance: 255, speed: 6, health: 3)
Moved: will3191 (distance: 115, speed: 8, health: 3)
Moved: fee3192 (distance: 159, speed: 6, health: 4)
Moved: noah3193 (distance: 98, speed: 1, health: 4)
Moved: potatobot3194 (distance: 242, speed: 5, health: 3)
Moved: paoletti3195 (distance: 158, speed: 10, health: 5)
Moved: darden3196 (distance: 166, speed: 2, health: 1)
Moved: garcia3197 (distance: 81, speed: 7, health: 4)
Moved: bing3199 (distance: 78, speed: 10, health: 4)
Moved: will3200 (distance: 136, speed: 3, health: 3)
Moved: fee3201 (distance: 264, speed: 1, health: 4)
Moved: noah3202 (distance: 33, speed: 4, health: 4)
Moved: potatobot3203 (distance: 50, speed: 9, health: 5)
Moved: paoletti3204 (distance: 20, speed: 1, health: 1)
Moved: darden3205 (distance: 165, speed: 2, health: 2)
Moved: cris3207 (distance: 262, speed: 2, health: 4)
Moved: bing3208 (distance: 182, speed: 7, health: 5)
Moved: will3209 (distance: 111, speed: 5, health: 3)
Moved: noah3211 (distance: 227, speed: 5, health: 2)
Moved: potatobot3212 (distance: 157, speed: 10, health: 2)
Moved: paoletti3213 (distance: 43, speed: 8, health: 3)
